,order_id,product_id,Sales,Quantity,Discount,Profit
5696,CA-2014-126123,OFF-BI-10000309,27.396,9,0.8,-42.4638
5697,CA-2014-126123,OFF-BI-10004224,13.456,1,0.8,-23.548
5698,CA-2013-143441,OFF-LA-10002312,11.84,1,0.2,4.44
5699,CA-2014-148320,OFF-PA-10003022,35.88,6,0.0,17.5812
5700,CA-2013-125661,OFF-EN-10001532,40.752,3,0.2,15.282
5701,CA-2013-125661,TEC-AC-10004855,139.96,5,0.2,-22.7435
5702,US-2011-123519,OFF-AR-10003829,2.624,1,0.2,0.2952
5703,US-2011-123519,FUR-TA-10002645,136.53,1,0.4,-52.3365
5704,US-2011-123519,TEC-AC-10003033,263.96,1,0.2,42.8935
5705,CA-2011-155593,OFF-SU-10002522,11.64,3,0.0,3.3756
5706,CA-2014-136000,OFF-BI-10004828,40.176,3,0.2,14.5638
5707,US-2012-160857,FUR-FU-10001095,79.44,3,0.0,30.1872
5708,US-2012-160857,OFF-SU-10000157,357.93,3,0.0,7.1586
5709,US-2012-160857,FUR-CH-10002647,127.764,2,0.1,21.294
5710,US-2012-160857,TEC-CO-10004115,2799.944,7,0.2,1014.9797
5711,US-2012-160857,OFF-PA-10003363,19.44,3,0.0,9.3312
5712,CA-2014-115805,TEC-PH-10003092,36.792,1,0.2,4.1391
5713,US-2011-143707,TEC-PH-10003655,5.94,3,0.0,1.6038
5714,CA-2014-116939,OFF-ST-10001476,177.55,5,0.0,47.9385
5715,CA-2012-124107,TEC-AC-10002049,619.95,5,0.0,111.591
5716,CA-2012-124107,TEC-PH-10003875,29.16,3,0.0,8.4564
5717,CA-2012-124107,OFF-EN-10003286,57.96,7,0.0,27.2412
5718,CA-2012-124107,OFF-AP-10003971,29.403,3,0.1,5.2272
5719,CA-2014-126550,OFF-ST-10001031,81.4,5,0.0,21.164
5720,CA-2012-138674,OFF-FA-10000304,8.72,5,0.2,2.289
5721,CA-2012-138674,TEC-AC-10000358,91.176,3,0.2,4.5588
5722,CA-2012-138674,TEC-AC-10002800,159.968,4,0.2,29.994
5723,CA-2013-165820,OFF-PA-10004735,12.96,2,0.0,6.2208
5724,CA-2011-103191,OFF-ST-10002574,331.536,3,0.2,-82.884
5725,CA-2012-103933,TEC-AC-10004171,899.91,9,0.0,395.9604
5726,CA-2012-110548,TEC-PH-10002922,946.344,7,0.2,118.293
5727,CA-2014-117324,TEC-AC-10003023,178.11,3,0.0,32.0598
5728,CA-2014-117324,OFF-AP-10003590,1089.75,3,0.0,305.13
5729,CA-2014-117324,OFF-LA-10003510,61.06,2,0.0,28.0876
5730,CA-2014-117324,FUR-BO-10003159,459.92,4,0.0,41.3928
5731,CA-2014-117324,OFF-PA-10002713,27.52,4,0.0,12.6592
5732,CA-2014-143574,FUR-BO-10002598,638.82,9,0.0,185.2578
5733,CA-2014-143574,OFF-SU-10002537,30.69,3,0.0,7.9794
5734,CA-2014-143574,FUR-FU-10003976,25.16,2,0.0,8.5544
5735,CA-2011-111773,OFF-BI-10000174,13.92,3,0.2,4.872
5736,CA-2011-148614,OFF-PA-10002893,19.36,2,0.0,9.2928
5737,CA-2011-148614,FUR-FU-10003194,19.3,2,0.0,5.79
5738,CA-2014-156139,OFF-BI-10004233,38.376,3,0.2,13.4316
5739,US-2014-147886,OFF-PA-10000232,12.96,2,0.0,6.3504
5740,US-2014-147886,FUR-FU-10001095,26.48,1,0.0,10.0624
5741,US-2014-147886,TEC-MA-10004679,532.72,2,0.2,53.272
5742,US-2014-147886,OFF-PA-10003651,26.72,4,0.0,12.8256
5743,US-2014-147886,OFF-PA-10000743,20.04,3,0.0,9.6192
5744,US-2014-147886,OFF-ST-10002743,795.48,7,0.0,7.9548
5745,US-2014-147886,FUR-FU-10003829,21.56,7,0.0,6.8992
5746,CA-2013-113733,TEC-PH-10002496,249.584,2,0.2,31.198
5747,CA-2013-113733,TEC-AC-10002473,68.112,3,0.2,17.8794
5748,CA-2013-113733,TEC-AC-10004877,16.56,3,0.2,-2.484
5749,CA-2014-104913,TEC-PH-10000923,74.95,5,0.0,36.7255
5750,CA-2011-145800,FUR-TA-10001539,355.455,3,0.5,-184.8366
5751,CA-2013-125850,OFF-LA-10003498,44.4,3,0.0,22.2
5752,CA-2013-125850,OFF-LA-10004484,20.65,5,0.0,9.499
5753,CA-2013-118514,FUR-CH-10000015,866.4,4,0.0,225.264
5754,CA-2012-150749,OFF-AR-10003732,5.56,2,0.0,1.4456
5755,CA-2011-163748,OFF-AP-10004052,3.16,4,0.8,-8.532
5756,CA-2011-163748,TEC-CO-10002095,1999.96,5,0.2,624.9875
5757,CA-2012-119634,FUR-FU-10004270,46.152,3,0.2,12.1149
5758,CA-2012-149300,TEC-MA-10000423,32.985,3,0.5,-1.9791
5759,US-2013-111528,OFF-ST-10001526,481.32,4,0.0,125.1432
5760,US-2013-111528,OFF-BI-10002194,6.384,1,0.2,2.1546
5761,CA-2014-158169,OFF-AP-10000828,542.94,3,0.0,152.0232
5762,CA-2014-158169,FUR-FU-10001473,54.92,4,0.0,19.7712
5763,CA-2012-162047,FUR-CH-10004983,1448.82,10,0.1,209.274
5764,CA-2012-117772,OFF-ST-10003994,353.88,6,0.0,17.694
5765,US-2011-126340,TEC-PH-10004447,333.576,3,0.2,25.0182
5766,CA-2013-149685,OFF-LA-10004545,60.144,6,0.2,20.2986
5767,CA-2014-126396,TEC-AC-10003116,85.2,6,0.2,20.235
5768,CA-2012-154900,OFF-LA-10001641,3.15,1,0.0,1.512
5769,CA-2012-154900,OFF-PA-10002377,22.72,4,0.0,10.224
5770,CA-2012-103835,FUR-FU-10000010,14.91,3,0.0,4.6221
5771,CA-2012-103835,OFF-AP-10002651,1158.12,4,0.0,335.8548
5772,CA-2012-158939,TEC-CO-10002313,599.99,1,0.0,233.9961
5773,CA-2013-117408,OFF-ST-10001580,23.968,2,0.2,2.3968
5774,CA-2013-142398,FUR-CH-10001545,638.288,7,0.2,-31.9144
5775,CA-2013-142398,OFF-BI-10004826,13.208,1,0.2,4.6228
5776,CA-2013-105277,OFF-BI-10000301,15.528,3,0.2,5.823
5777,CA-2013-112060,OFF-PA-10000994,104.85,1,0.0,50.328
5778,CA-2011-105270,OFF-AR-10003156,30.48,3,0.0,7.9248
5779,CA-2011-105270,FUR-CH-10000988,112.648,1,0.2,11.2648
5780,US-2012-159513,TEC-MA-10003329,71.976,3,0.2,24.2919
5781,CA-2012-155586,OFF-AR-10001547,2.21,1,0.0,0.5967
5782,CA-2012-155586,OFF-EN-10003072,15.52,4,0.0,7.4496
5783,CA-2012-155586,OFF-PA-10000726,36.44,4,0.0,16.398
5784,CA-2014-141117,FUR-BO-10001972,217.764,6,0.7,-384.7164
5785,CA-2014-141117,OFF-SU-10004664,39.072,6,0.2,4.3956
5786,CA-2014-141117,OFF-BI-10003676,22.638,7,0.7,-16.6012
5787,CA-2014-141117,OFF-AR-10003727,95.144,7,0.2,10.7037
5788,CA-2014-115070,FUR-FU-10003829,12.32,5,0.2,1.848
5789,CA-2014-115070,OFF-BI-10003712,4.419,3,0.7,-3.0933
5790,CA-2014-140186,OFF-FA-10002280,35.0,7,0.0,16.8
5791,CA-2014-140186,FUR-CH-10002961,72.784,1,0.2,0.0
5792,CA-2014-140186,OFF-AP-10002578,97.84,2,0.0,25.4384
5793,CA-2014-140186,FUR-FU-10004848,51.75,1,0.0,15.525
5794,CA-2014-140186,OFF-BI-10003364,46.672,2,0.2,16.3352
5795,CA-2011-124856,OFF-ST-10002615,1395.54,9,0.0,362.8404
5796,CA-2011-124856,FUR-FU-10000521,117.36,4,0.0,36.3816
5797,CA-2011-124856,OFF-LA-10000121,18.9,3,0.0,8.694
5798,CA-2011-124856,OFF-PA-10001289,77.52,2,0.0,37.9848
5799,CA-2011-166716,FUR-CH-10004495,421.372,2,0.3,-6.0196
5800,CA-2011-123225,TEC-PH-10000895,575.968,4,0.2,43.1976
5801,CA-2011-123225,OFF-PA-10000552,10.368,2,0.2,3.6288
5802,CA-2012-163440,TEC-PH-10000376,15.984,2,0.2,1.1988
5803,US-2014-106796,OFF-AR-10003504,10.272,3,0.2,1.1556
5804,CA-2014-113873,OFF-ST-10000943,61.792,4,0.2,6.1792
5805,CA-2014-113873,FUR-BO-10003441,205.9992,3,0.32,-27.2646
5806,CA-2013-149783,OFF-PA-10002195,12.192,3,0.2,4.1148
5807,CA-2013-149783,OFF-AP-10001205,87.168,2,0.2,8.7168
5808,CA-2013-149783,OFF-AR-10002987,31.744,2,0.2,8.3328
5809,CA-2013-125017,FUR-FU-10000723,132.224,4,0.2,-18.1808
5810,US-2012-163279,OFF-PA-10003127,105.52,4,0.0,48.5392
5811,US-2012-163279,FUR-FU-10000747,91.96,2,0.0,15.6332
5812,US-2012-163279,TEC-PH-10001795,1487.976,3,0.2,185.997
5813,CA-2012-150196,OFF-PA-10003797,19.44,3,0.0,9.3312
5814,US-2012-106495,TEC-AC-10002718,11.672,1,0.2,-0.7295
5815,CA-2011-124730,TEC-PH-10002170,279.96,4,0.0,78.3888
5816,CA-2011-124730,OFF-BI-10001078,12.912,3,0.2,4.6806
5817,CA-2011-124730,OFF-BI-10001031,17.088,4,0.2,5.7672
5818,CA-2011-124730,OFF-LA-10001158,93.15,9,0.0,44.712
5819,CA-2011-124730,OFF-LA-10001613,11.52,4,0.0,5.6448
5820,CA-2014-117632,OFF-SU-10000157,238.62,2,0.0,4.7724
5821,CA-2014-117632,OFF-AP-10004868,7.77,1,0.0,2.0979
5822,CA-2014-117632,FUR-TA-10001520,285.48,5,0.2,-10.7055
5823,CA-2014-117632,OFF-BI-10001900,19.168,4,0.2,6.4692
5824,CA-2011-115056,OFF-AP-10003971,26.136,3,0.2,1.9602
5825,CA-2014-161067,OFF-PA-10000418,419.4,4,0.0,201.312
5826,CA-2014-161067,FUR-CH-10004626,90.801,1,0.1,14.1246
5827,CA-2014-161067,FUR-CH-10004860,181.764,2,0.1,-8.0784
5828,CA-2014-161067,OFF-AR-10003251,5.56,2,0.0,2.224
5829,CA-2013-122063,FUR-TA-10004575,581.96,2,0.0,104.7528
5830,CA-2013-122063,FUR-CH-10004754,29.98,1,0.0,8.0946
5831,CA-2012-111206,TEC-AC-10003095,519.96,4,0.0,176.7864
5832,CA-2013-142895,OFF-LA-10000262,6.264,3,0.2,2.0358
5833,CA-2013-142895,FUR-CH-10002961,363.92,5,0.2,0.0
5834,CA-2012-101868,OFF-BI-10003876,64.2,5,0.7,-42.8
5835,CA-2012-101868,OFF-BI-10002133,38.52,3,0.7,-26.964
5836,CA-2012-101868,TEC-AC-10004396,72.6,5,0.2,-8.1675
5837,CA-2014-133207,TEC-PH-10004100,57.568,4,0.2,5.7568
5838,CA-2012-132948,OFF-ST-10000636,83.7,5,0.0,3.348
5839,CA-2012-134992,OFF-PA-10001972,32.4,5,0.0,15.552
5840,CA-2012-134992,FUR-FU-10002554,47.98,2,0.0,11.0354
5841,CA-2012-126725,TEC-PH-10003174,415.968,4,0.2,51.996
5842,CA-2012-126725,OFF-ST-10001418,304.9,5,0.0,6.098
5843,CA-2012-126725,FUR-FU-10002813,80.96,4,0.0,29.1456
5844,CA-2012-126725,OFF-ST-10000129,777.21,7,0.0,54.4047
5845,CA-2012-126725,OFF-PA-10001639,32.4,5,0.0,15.552
5846,CA-2012-126725,FUR-CH-10001708,225.568,2,0.2,2.8196
5847,CA-2012-126725,FUR-FU-10001591,36.6,3,0.0,15.372
5848,CA-2012-121783,OFF-AP-10003849,715.64,2,0.0,178.91
5849,CA-2012-121783,OFF-ST-10000078,795.51,3,0.0,143.1918
5850,CA-2012-121783,TEC-CO-10001571,549.99,1,0.0,274.995
5851,CA-2012-121783,OFF-BI-10001658,74.76,3,0.0,34.3896
5852,CA-2012-121783,FUR-FU-10004351,29.22,3,0.0,12.8568
5853,US-2011-138835,OFF-BI-10003314,9.64,2,0.0,4.7236
5854,CA-2012-112214,OFF-ST-10001505,33.488,7,0.2,-1.2558
5855,CA-2012-112214,OFF-SU-10003567,23.04,3,0.2,-4.896
5856,CA-2012-112214,OFF-BI-10002982,1.362,1,0.8,-2.1792
5857,CA-2012-112214,FUR-FU-10002364,14.76,5,0.6,-11.439
5858,US-2014-153255,FUR-BO-10004218,239.666,2,0.15,14.098
5859,CA-2012-108119,FUR-TA-10002530,301.96,2,0.0,45.294
5860,CA-2012-157434,OFF-PA-10001526,7.968,2,0.2,2.8884
5861,CA-2013-101525,OFF-PA-10001497,109.92,2,0.0,53.8608
5862,CA-2013-101525,OFF-PA-10003936,19.44,3,0.0,9.3312
5863,CA-2013-101525,OFF-AR-10000716,11.16,2,0.0,4.3524
5864,US-2011-117968,OFF-AP-10002765,79.47,3,0.0,22.2516
5865,US-2011-117968,OFF-AR-10004165,4.56,2,0.0,2.0064
5866,US-2011-117968,FUR-CH-10002335,1133.35,5,0.0,294.671
5867,CA-2013-158211,OFF-AR-10004078,4.672,1,0.2,0.584
5868,CA-2013-158211,OFF-BI-10002026,104.58,6,0.7,-80.178
5869,CA-2013-152247,FUR-CH-10001215,1603.136,4,0.2,100.196
5870,CA-2013-128223,FUR-TA-10001771,1293.488,7,0.2,80.843
5871,CA-2013-154235,FUR-FU-10004006,127.95,3,0.0,21.7515
5872,CA-2014-129910,OFF-ST-10003282,59.76,1,0.0,16.7328
5873,CA-2014-133095,OFF-BI-10002353,108.08,7,0.0,54.04
5874,CA-2014-133095,OFF-BI-10004141,9.54,3,0.0,4.3884
5875,CA-2012-130554,OFF-AR-10001954,11.736,3,0.2,1.0269
5876,CA-2011-152443,OFF-BI-10001071,447.86,7,0.0,219.4514
5877,CA-2011-152443,OFF-PA-10003022,17.94,3,0.0,8.7906
5878,CA-2011-152443,OFF-AP-10001293,245.88,6,0.0,68.8464
5879,CA-2013-133319,OFF-PA-10001815,192.16,4,0.0,92.2368
5880,CA-2013-133935,FUR-CH-10001215,801.568,2,0.2,50.098
5881,CA-2013-133935,OFF-PA-10000100,368.91,9,0.0,180.7659
5882,CA-2013-133935,FUR-CH-10002880,885.528,9,0.2,-99.6219
5883,CA-2013-136301,FUR-FU-10004712,28.28,2,0.0,7.3528
5884,CA-2013-136301,OFF-SU-10000151,4912.59,3,0.0,196.5036
5885,US-2011-109456,OFF-BI-10000136,14.352,3,0.2,5.0232
5886,US-2011-109456,TEC-AC-10003610,179.97,3,0.0,86.3856
5887,CA-2014-151596,OFF-ST-10001837,42.76,1,0.0,11.1176
5888,CA-2012-147879,OFF-PA-10001952,45.68,2,0.0,21.0128
5889,CA-2013-166625,OFF-BI-10002414,25.06,2,0.0,11.7782
5890,CA-2013-146157,OFF-PA-10001790,38.432,1,0.2,13.4512
5891,CA-2013-146157,OFF-ST-10001590,21.568,2,0.2,1.6176
5892,CA-2013-146157,TEC-AC-10003657,81.576,3,0.2,2.0394
5893,CA-2014-159954,OFF-BI-10004876,2.78,1,0.0,1.3622
5894,CA-2014-100825,OFF-ST-10003123,99.87,3,0.0,23.9688
5895,CA-2011-168305,OFF-LA-10003498,44.4,3,0.0,22.2
5896,CA-2011-168305,OFF-PA-10004947,21.4,5,0.0,9.63
5897,CA-2013-167682,FUR-FU-10003799,71.12,4,0.0,22.0472
5898,CA-2013-167682,TEC-PH-10000673,259.96,4,0.0,124.7808
5899,CA-2014-108000,OFF-EN-10002621,9.78,1,0.0,4.89
5900,CA-2012-146465,OFF-BI-10004528,24.192,9,0.2,7.56
5901,CA-2013-159639,FUR-FU-10001889,31.56,3,0.0,10.4148
5902,US-2014-153948,OFF-PA-10000157,59.94,3,0.0,28.1718
5903,US-2014-153948,OFF-PA-10002764,45.36,4,0.0,22.2264
5904,US-2014-153948,OFF-PA-10000143,26.4,5,0.0,12.672
5905,US-2014-153948,OFF-LA-10000414,41.4,4,0.0,19.872
5906,US-2014-153948,TEC-AC-10003441,16.95,1,0.0,1.017
5907,US-2013-113985,OFF-BI-10002353,24.704,2,0.2,9.264
5908,US-2013-113985,OFF-AP-10001303,59.7,3,0.0,26.865
5909,US-2013-113985,FUR-FU-10003026,14.52,3,0.0,5.6628
5910,US-2013-113985,OFF-BI-10000632,104.184,3,0.2,33.8598
5911,CA-2013-155383,OFF-ST-10001328,46.53,3,0.0,13.0284
5912,CA-2011-120432,OFF-SU-10004661,25.5,3,0.0,6.63
5913,US-2012-126977,OFF-ST-10000617,14.9,5,0.0,1.043
5914,US-2012-126977,OFF-LA-10002762,87.71,7,0.0,41.2237
5915,US-2012-126977,FUR-CH-10001973,199.764,2,0.1,8.8784
5916,US-2012-126977,OFF-ST-10003058,94.6,4,0.0,27.434
5917,US-2012-126977,FUR-BO-10004834,4228.704,6,0.2,158.5764
5918,US-2012-126977,FUR-BO-10002213,2003.92,5,0.2,-25.049
5919,US-2012-126977,TEC-PH-10002170,209.97,3,0.0,58.7916
5920,US-2012-126977,TEC-AC-10003033,659.9,2,0.0,217.767
5921,US-2012-126977,OFF-PA-10004071,110.96,2,0.0,53.2608
5922,US-2012-126977,TEC-PH-10000169,67.8,4,0.0,1.356
5923,CA-2013-130288,FUR-TA-10002958,313.176,2,0.4,-120.0508
5924,CA-2014-146458,OFF-AR-10001177,22.96,7,0.0,6.6584
5925,CA-2014-150420,TEC-AC-10004975,1099.5,10,0.0,362.835
5926,US-2011-118997,FUR-TA-10001086,1215.92,8,0.0,316.1392
5927,CA-2011-114314,OFF-LA-10000240,7.31,1,0.0,3.4357
5928,CA-2011-114314,FUR-FU-10002107,8.92,4,0.0,3.9248
5929,US-2014-169551,FUR-BO-10001519,87.21,3,0.5,-45.3492
5930,US-2014-169551,OFF-PA-10004100,15.552,3,0.2,5.4432
5931,US-2014-169551,TEC-PH-10001363,683.988,2,0.4,-113.998
5932,US-2014-169551,OFF-ST-10004835,13.392,3,0.2,1.0044
5933,US-2014-169551,TEC-AC-10002018,16.776,3,0.2,4.8231
5934,US-2014-169551,TEC-AC-10003033,527.92,2,0.2,85.787
5935,CA-2013-103107,FUR-FU-10000221,25.4,5,0.0,8.636
5936,CA-2013-103107,TEC-PH-10001198,177.48,3,0.2,19.9665
5937,CA-2013-103107,TEC-PH-10002564,71.976,3,0.2,8.997
5938,CA-2014-122077,TEC-PH-10003811,95.992,1,0.2,9.5992
5939,CA-2014-122077,OFF-LA-10004178,13.216,4,0.2,4.2952
5940,CA-2014-112431,TEC-AC-10001465,435.84,12,0.0,130.752
5941,CA-2014-112431,OFF-AR-10000940,5.88,2,0.0,1.5876
5942,CA-2013-151092,TEC-PH-10001700,211.168,4,0.2,18.4772
5943,CA-2011-104178,FUR-FU-10000771,6.28,1,0.0,2.6376
5944,CA-2011-104178,TEC-AC-10002399,95.1,5,0.0,30.432
5945,CA-2011-104178,OFF-PA-10004983,25.92,4,0.0,12.4416
5946,CA-2011-104178,OFF-ST-10004258,48.84,4,0.0,13.1868
5947,CA-2012-115924,OFF-BI-10004040,25.9,5,0.0,12.691
5948,CA-2014-161046,OFF-EN-10003862,42.68,4,0.0,19.6328
5949,CA-2014-161046,TEC-AC-10004571,299.97,3,0.0,125.9874
5950,CA-2014-161046,OFF-AP-10000891,262.24,2,0.0,78.672
5951,CA-2014-161046,OFF-BI-10002026,234.36,6,0.0,112.4928
5952,US-2014-141698,OFF-PA-10001826,20.736,4,0.2,7.2576
5953,US-2011-105151,OFF-AR-10001231,10.5,5,0.0,2.94
5954,CA-2011-155796,FUR-FU-10000409,23.968,2,0.2,7.7896
5955,CA-2011-155796,FUR-BO-10002545,521.96,4,0.5,-250.5408
5956,CA-2013-127138,OFF-ST-10002756,676.55,5,0.0,6.7655
5957,CA-2013-127138,OFF-AP-10003842,154.9,5,0.0,40.274
5958,CA-2013-127138,OFF-EN-10004459,30.56,4,0.0,14.9744
5959,CA-2013-127138,FUR-CH-10003746,770.352,3,0.2,77.0352
5960,CA-2014-150602,FUR-FU-10003142,21.12,4,0.0,6.5472
5961,CA-2011-140732,TEC-PH-10001425,575.928,9,0.2,57.5928
5962,CA-2011-140732,OFF-AP-10001626,7.78,2,0.0,2.0228
5963,CA-2011-140732,OFF-PA-10003625,123.92,4,0.0,55.764
5964,CA-2014-119011,OFF-SU-10004768,17.22,3,0.0,5.166
5965,CA-2014-119011,OFF-ST-10000777,226.56,6,0.0,63.4368
5966,CA-2014-119011,TEC-PH-10003171,107.88,3,0.2,10.788
5967,CA-2013-166912,OFF-PA-10001033,81.98,2,0.0,40.1702
5968,CA-2011-141726,OFF-PA-10000418,104.85,1,0.0,50.328
5969,CA-2011-141726,OFF-BI-10001982,8.704,2,0.2,3.1552
5970,CA-2011-141726,OFF-PA-10002230,19.92,4,0.0,9.7608
5971,CA-2011-141726,FUR-FU-10003577,43.02,3,0.0,15.4872
5972,CA-2014-115105,FUR-BO-10001811,240.784,1,0.2,30.098
5973,CA-2012-143980,OFF-AP-10003779,414.96,2,0.0,124.488
5974,CA-2013-135636,OFF-ST-10000676,387.72,5,0.2,-67.851
5975,CA-2014-102155,OFF-ST-10001496,360.38,2,0.0,93.6988
5976,CA-2014-102155,OFF-PA-10003673,13.56,2,0.0,6.2376
5977,CA-2014-116953,TEC-PH-10004614,552.0,10,0.2,34.5
5978,CA-2011-117765,FUR-TA-10001039,429.9,5,0.0,111.774
5979,CA-2011-117765,OFF-BI-10000474,32.06,2,0.0,15.3888
5980,CA-2011-117765,FUR-CH-10004698,161.96,2,0.0,45.3488
5981,CA-2011-117765,OFF-ST-10003327,19.86,2,0.0,5.7594
5982,CA-2013-114895,OFF-PA-10000232,12.96,2,0.0,6.3504
5983,CA-2014-112984,OFF-PA-10003657,20.544,6,0.2,6.42
5984,CA-2013-163776,FUR-FU-10001185,185.58,6,0.0,76.0878
5985,CA-2013-163776,OFF-BI-10003007,77.56,2,0.0,35.6776
5986,CA-2013-163776,OFF-ST-10002485,87.92,4,0.0,0.8792
5987,CA-2013-163776,OFF-PA-10001033,245.94,6,0.0,120.5106
5988,CA-2013-163776,OFF-BI-10000404,8.6,1,0.0,4.042
5989,CA-2013-163776,FUR-BO-10003546,504.9,5,0.0,126.225
5990,US-2014-163300,OFF-BI-10004390,2357.488,7,0.2,884.058
5991,US-2014-163300,TEC-PH-10001700,369.544,7,0.2,32.3351
5992,US-2014-163300,FUR-CH-10003396,184.752,3,0.2,-20.7846
5993,CA-2013-162187,OFF-ST-10001558,64.96,5,0.2,-4.06
5994,CA-2013-162187,OFF-SU-10004782,13.52,2,0.2,1.69
5995,CA-2013-162187,FUR-CH-10003298,458.43,5,0.3,-137.529
5996,CA-2013-162187,OFF-AP-10000576,387.136,4,0.2,24.196
5997,CA-2013-162187,FUR-TA-10003008,328.59,3,0.4,-147.8655
5998,US-2011-112991,FUR-CH-10001708,338.352,3,0.2,4.2294
5999,US-2011-112991,OFF-PA-10000019,25.92,4,0.0,12.4416
6000,US-2011-112991,OFF-PA-10002222,91.36,4,0.0,42.0256
6001,CA-2011-124079,FUR-FU-10002553,87.96,3,0.2,7.6965
6002,CA-2011-124079,OFF-BI-10002103,5.214,2,0.7,-4.1712
6003,US-2014-146878,OFF-BI-10002794,12.294,1,0.7,-8.6058
6004,CA-2014-107244,FUR-FU-10002597,19.76,4,0.0,8.2992
6005,CA-2012-100657,FUR-CH-10003535,109.764,2,0.1,8.5372
6006,CA-2014-129581,TEC-PH-10001527,128.85,3,0.0,3.8655
6007,CA-2014-129028,FUR-FU-10004006,127.95,3,0.0,21.7515
6008,CA-2012-135580,OFF-PA-10000595,68.52,3,0.0,31.5192
6009,CA-2012-135580,OFF-ST-10000798,74.94,3,0.0,14.2386
6010,CA-2012-135580,TEC-MA-10004002,2548.56,6,0.2,286.713
6011,CA-2012-135580,OFF-EN-10003296,271.44,3,0.0,122.148
6012,CA-2012-135580,TEC-PH-10004345,287.88,3,0.2,35.985
6013,CA-2013-159016,OFF-PA-10004405,14.9,5,0.0,7.152
6014,CA-2013-159016,TEC-PH-10002885,4158.912,8,0.2,363.9048
6015,CA-2011-102652,FUR-FU-10000747,91.96,2,0.0,15.6332
6016,CA-2011-102652,FUR-FU-10001918,33.11,7,0.0,12.9129
6017,CA-2011-102652,OFF-PA-10003309,19.44,3,0.0,9.3312
6018,CA-2011-102652,OFF-PA-10001977,55.48,1,0.0,26.6304
6019,CA-2011-152422,OFF-AP-10002892,91.92,5,0.2,11.49
6020,US-2013-156692,OFF-AP-10002222,17.34,2,0.0,4.6818
6021,US-2013-156692,TEC-AC-10000158,71.98,2,0.0,15.1158
6022,CA-2011-130869,OFF-EN-10002600,7.08,3,0.2,2.478
6023,US-2014-128832,TEC-AC-10004855,69.98,2,0.0,4.8986
6024,CA-2014-139717,OFF-AP-10000938,646.272,8,0.2,64.6272
6025,CA-2014-139717,OFF-PA-10002195,10.368,2,0.2,3.7584
6026,CA-2014-136007,OFF-FA-10002701,8.4,5,0.0,0.336
6027,CA-2014-136007,TEC-PH-10003589,71.96,5,0.2,25.186
6028,CA-2013-157364,OFF-AR-10003752,18.48,2,0.2,6.006
6029,US-2013-112970,OFF-AR-10003829,9.84,3,0.0,2.8536
6030,US-2014-152492,FUR-CH-10000155,239.24,1,0.2,23.924
6031,CA-2013-101168,FUR-FU-10003142,21.12,4,0.0,6.5472
6032,CA-2014-104010,OFF-SU-10001218,54.9,5,0.0,15.372
6033,CA-2012-130253,FUR-FU-10002963,15.24,3,0.0,5.1816
6034,US-2012-155369,OFF-AP-10002578,19.568,2,0.8,-52.8336
6035,US-2012-155369,OFF-BI-10003925,310.392,4,0.8,-512.1468
6036,CA-2013-131205,FUR-FU-10003347,42.6,3,0.0,16.614
6037,CA-2013-131205,OFF-BI-10000315,113.94,6,0.0,54.6912
6038,CA-2013-131205,OFF-ST-10002583,129.92,4,0.0,5.1968
6039,CA-2013-131205,OFF-AR-10003469,5.28,3,0.0,2.5344
6040,CA-2014-122364,TEC-PH-10001817,859.2,3,0.2,75.18
6041,CA-2014-122364,TEC-MA-10001031,506.28,3,0.2,177.198
6042,CA-2013-117912,FUR-FU-10002088,14.368,2,0.2,3.9512
6043,CA-2014-145702,FUR-CH-10001482,314.352,3,0.2,-35.3646
6044,CA-2014-145702,OFF-PA-10001526,27.888,7,0.2,10.1094
6045,CA-2012-113215,FUR-FU-10002937,238.152,3,0.2,89.307
6046,CA-2013-154662,FUR-TA-10001771,692.94,3,0.0,173.235
6047,CA-2012-105571,OFF-BI-10003305,16.146,9,0.7,-12.9168
6048,CA-2012-105571,OFF-BI-10001359,1345.485,5,0.7,-1031.5385
6049,CA-2013-152765,OFF-PA-10000483,173.488,7,0.2,54.215
6050,CA-2012-153878,OFF-AR-10000658,57.75,5,0.0,16.17
6051,CA-2012-153878,OFF-AP-10001205,272.4,5,0.0,76.272
6052,CA-2013-124016,OFF-PA-10002586,11.952,3,0.2,4.0338
6053,CA-2013-124016,FUR-FU-10004963,28.0,4,0.2,7.7
6054,CA-2013-124016,OFF-BI-10002071,12.201,7,0.7,-9.7608
6055,CA-2013-113551,OFF-BI-10001617,2.068,1,0.8,-3.4122
6056,CA-2013-113551,OFF-PA-10004665,83.84,8,0.2,30.392
6057,CA-2011-107524,OFF-EN-10001990,11.36,2,0.0,5.3392
6058,CA-2011-107524,OFF-PA-10000587,36.4,5,0.0,17.472
6059,CA-2011-138072,TEC-AC-10004859,27.968,2,0.2,6.992
6060,CA-2012-134201,OFF-ST-10001476,142.04,4,0.0,38.3508
6061,CA-2012-134201,OFF-AR-10002804,14.67,3,0.0,6.0147
6062,CA-2012-111780,TEC-CO-10004202,1199.96,5,0.2,224.9925
6063,CA-2012-111780,OFF-PA-10001307,12.6,3,0.0,6.174
6064,CA-2012-111780,OFF-PA-10001667,17.94,3,0.0,8.073
6065,CA-2012-119942,OFF-LA-10001569,23.904,6,0.2,7.7688
6066,CA-2012-151547,OFF-SU-10000898,88.96,8,0.2,10.008
